Country Name,Country Code,Year,CHE_PPP,CHE10,FPE,OOP_pct,DEA_Efficiency
Tajikistan,TJK,2007,108.730947290951,6.46,93.54,70.61388397,0.26703268345655995
Timor-Leste,TLS,2007,85.6384888858452,2.36,97.64,18.25991249,0.5185134888015943
Turkiye,TUR,2007,772.124718326201,5.14,94.86,23.88428879,0.1698117694026605
Tanzania,TZA,2007,121.511256918191,2.24,97.76,28.474226,0.3394368936303088
Ukraine,UKR,2007,515.896755347899,9.07,90.93,36.4568634,0.17827103086969737
Angola,AGO,2008,221.018857513397,12.26,87.74,21.6532383,0.34527896814213416
Albania,ALB,2008,446.390677735541,13.91,86.09,56.23107147,0.14554806216432276
Armenia,ARM,2008,542.033589305765,8.26,91.74,71.43701172,0.1162699480015727
Belarus,BLR,2008,759.896155071899,4.06,95.94,29.83945274,0.15840171529814884
Brazil,BRA,2008,1077.13686756609,15.07,84.93,30.88409233,0.12474751205120609
Central African Republic,CAF,2008,32.8893014008349,6.75,93.25,57.97245407,0.561980642885528
Canada,CAN,2008,3850.42762549652,4.3,95.7,15.50515175,0.04784187827369767
Switzerland,CHE,2008,5132.87084124926,6.9,93.1,26.49785995,0.03528559164847444
Cote d'Ivoire,CIV,2008,127.226094166407,17.44,82.56,65.54959869,0.2504068560187094
Colombia,COL,2008,698.00166072678,20.01,79.99,20.85275078,0.18999858173076797
Czechia,CZE,2008,1777.90515369627,1.96,98.04,16.13297081,0.09629657480162991
"Egypt, Arab Rep.",EGY,2008,384.65691893663,12.57,87.43,61.82380295,0.1425982777816446
Spain,ESP,2008,2828.64095120369,5.84,94.16,21.78303528,0.061711366267781696
Fiji,FJI,2008,251.365178279479,0.78,99.22,16.50561142,0.38017192978884673
Georgia,GEO,2008,607.99154245463,22.12,77.88,66.54589081,0.11713148051846088
Grenada,GRD,2008,592.486456865113,3.17,96.83,55.20097733,0.13277669490605004
Croatia,HRV,2008,1603.33224521352,2.27,97.73,14.51390839,0.10681405217292207
"Iran, Islamic Rep.",IRN,2008,825.853896161973,12.6,87.4,55.47851181,0.11436174909430441
Israel,ISR,2008,1972.62167521108,11.04,88.96000000000001,25.34702873,0.08243780467392112
Jordan,JOR,2008,762.560761124852,1.72,98.28,31.94139099,0.15388441107773557
Kazakhstan,KAZ,2008,522.794475411084,3.65,96.35,23.87804604,0.21659577122217136
Kyrgyz Republic,KGZ,2008,196.927856024391,3.67,96.33,48.67649078,0.204299991047928
"Korea, Rep.",KOR,2008,1661.10742127808,11.1,88.9,41.62781525,0.08423212862565173
Lithuania,LTU,2008,1298.46141307335,12.85,87.15,28.17394638,0.11206466672742367
Latvia,LVA,2008,1085.89409916753,15.1,84.9,37.30623627,0.11647473943481475
Moldova,MDA,2008,455.954977328121,14.93,85.07,48.42182159,0.1592021090954351
Mexico,MEX,2008,853.944386403223,3.58,96.42,48.59585571,0.12011863135002201
Malta,MLT,2008,2093.54365749167,16.2,83.8,32.99180222,0.07478538276425249
Mozambique,MOZ,2008,37.8828062319655,1.19,98.81,11.20337486,0.9999999999999998
Panama,PAN,2008,1014.27274369661,3.09,96.91,29.21657181,0.13228608200123446
Peru,PER,2008,402.027471399456,11.57,88.43,43.35043335,0.1788276804725931
Poland,POL,2008,1167.31725923555,14.0,86.0,24.43056297,0.12580510905932488
Romania,ROU,2008,838.941273393197,11.48,88.52,18.1821537,0.1734987582560472
Serbia,SRB,2008,1195.34585866273,9.58,90.42,35.14710617,0.11151628711679043
Slovak Republic,SVK,2008,1651.42538569973,4.34,95.66,21.02014542,0.09863012524843844
Thailand,THA,2008,417.271091770892,2.97,97.03,14.7017622,0.30038569767446655
Turkiye,TUR,2008,830.845515993442,3.74,96.26,19.18195724,0.17229106528040075
Ukraine,UKR,2008,493.712551015265,5.83,94.17,37.78808594,0.17840987308512293
United States,USA,2008,7364.93852233971,4.56,95.44,13.35935974,0.025873729753172706
Viet Nam,VNM,2008,211.215031699394,14.55,85.45,34.57612991,0.2562760930123656
South Africa,ZAF,2008,895.346293557967,2.93,97.07,8.84287548,0.18909559906498208
Armenia,ARM,2009,598.690644088707,9.74,90.26,73.63291931,0.11026562383291767
Australia,AUS,2009,3545.91580074301,2.33,97.67,19.05284309,0.050918635802437405
Belgium,BEL,2009,4010.79218849231,11.45,88.55,21.65153122,0.045000153988166744
Burkina Faso,BFA,2009,70.6610282519379,3.52,96.48,32.9610939,0.4673707355647021
Belarus,BLR,2009,756.308025796097,3.53,96.47,30.91816902,0.15666863369115325
Botswana,BWA,2009,773.701880162555,1.0,99.0,5.42353058,0.2278613957726644
Canada,CAN,2009,4135.87675541776,4.4,95.6,15.17220497,0.04478151114485228
Switzerland,CHE,2009,5376.38982986911,9.05,90.95,26.20129585,0.03383203691063922
Cyprus,CYP,2009,2221.2153603373,16.05,83.95,49.92380524,0.06490959046976555
Czechia,CZE,2009,2015.82280237493,2.19,97.81,15.05053902,0.08688537068382504
Spain,ESP,2009,2955.29403383697,5.54,94.46,20.15493011,0.05981819240369003
Georgia,GEO,2009,671.538278027402,26.06,73.94,68.90898895,0.11044179245154787
Croatia,HRV,2009,1632.66807796462,2.46,97.54,13.74662781,0.10583158850875754
Indonesia,IDN,2009,221.317461135779,3.5,96.5,49.22135544,0.1941707788959157
India,IND,2009,137.832924244441,13.97,86.03,66.75775146,0.23642749255153164
Ireland,IRL,2009,4377.33388396938,5.59,94.41,12.70052719,0.04280817923564469
"Iran, Islamic Rep.",IRN,2009,1019.30810861941,13.72,86.28,56.02760696,0.10229581499997632
Israel,ISR,2009,2005.12422766386,12.37,87.63,25.41890717,0.0812877443756763
Kazakhstan,KAZ,2009,604.017205076549,2.65,97.35,22.34545326,0.20383714213713464
Kyrgyz Republic,KGZ,2009,213.318574250138,3.97,96.03,38.58998489,0.23580960920685942
Cambodia,KHM,2009,180.060072048816,18.77,81.23,50.50344467,0.21432234529940655
"Korea, Rep.",KOR,2009,1774.55079351671,12.11,87.89,39.17741013,0.0816309238475953
Sri Lanka,LKA,2009,307.323766913595,4.69,95.31,53.28553009,0.16889754121907513
Latvia,LVA,2009,1027.84755532368,15.46,84.53999999999999,38.7826767,0.11890365210413498
Moldova,MDA,2009,539.448048941415,16.53,83.47,45.5789299,0.15444422746303588
Maldives,MDV,2009,1246.25421091543,19.83,80.17,34.3166008,0.10918157205229226
North Macedonia,MKD,2009,715.295820862808,5.27,94.73,34.79013824,0.1540807453039129
Mali,MLI,2009,85.4614217296957,4.41,95.59,61.83517075,0.3238903609146422
Mongolia,MNG,2009,320.582945927231,1.84,98.16,22.75947571,0.28617861303000636
Namibia,NAM,2009,790.02046121138,1.22,98.78,7.75814581,0.2144729331220495
Nigeria,NGA,2009,167.29287939511,24.77,75.23,74.47493744,0.20061581664320208
Nicaragua,NIC,2009,298.184161231995,16.18,83.82,38.31826782,0.2149943813017783
Peru,PER,2009,446.02163620985,10.64,89.36,40.27733994,0.1796865472737989
Philippines,PHL,2009,214.775827535002,4.5,95.5,55.57599258,0.18459151700046955
Poland,POL,2009,1267.95639009306,14.4,85.6,24.36023712,0.11825545332609519
West Bank and Gaza,PSE,2009,381.552064533282,8.89,91.11,39.20000076,0.19423279185094292
Romania,ROU,2009,874.741534913346,12.15,87.85,20.78450394,0.16236633438173667
Sudan,SDN,2009,238.635902014846,18.36,81.64,52.47582245,0.18167553731338668
Serbia,SRB,2009,1169.15938066497,8.3,91.7,35.16513443,0.11318319219051859
Slovak Republic,SVK,2009,1835.70926035238,4.48,95.52,22.41773987,0.08934284288928099
Thailand,THA,2009,433.026646176125,3.22,96.78,15.90248966,0.2851032459170666
Tajikistan,TJK,2009,127.116609488583,15.38,84.62,69.63989258,0.2448355328717525
Turkiye,TUR,2009,843.466123168682,3.59,96.41,14.5079031,0.18226188913425423
Uganda,UGA,2009,117.703625454614,16.77,83.23,42.84917831,0.3039607808816534
Ukraine,UKR,2009,508.99051432093,6.83,93.17,37.39500427,0.17696403121734938
United States,USA,2009,7614.82434448835,4.7,95.3,12.64764786,0.02508441335057452
Armenia,ARM,2010,680.693748561581,17.52,82.48,77.62413025,0.1019027523753229
Bangladesh,BGD,2010,64.837141432994,14.22,85.78,67.95515442,0.3544903374784433
Bulgaria,BGR,2010,1057.35085846301,12.84,87.16,43.14134216,0.11214866123706516
Belarus,BLR,2010,867.113271693257,4.44,95.56,29.16505241,0.1469568116386139
Switzerland,CHE,2010,5437.63100515866,8.15,91.85,24.06636429,0.03367495926627494
Czechia,CZE,2010,2108.1628537198,1.95,98.05,13.85482121,0.08415655314129233
Germany,DEU,2010,4301.94597121756,1.53,98.47,13.30298233,0.04343142958254871
Denmark,DNK,2010,4560.71864377435,2.93,97.07,13.7077713,0.041021446236370745
Spain,ESP,2010,2922.45425954828,5.7,94.3,21.3734436,0.0600621888093034
Estonia,EST,2010,1423.47459356654,8.79,91.21000000000001,22.81398773,0.10961296867317101
United Kingdom,GBR,2010,3571.77385068927,1.73,98.27,13.17372036,0.05183844487173052
Georgia,GEO,2010,676.195197328827,24.96,75.03999999999999,72.06796265,0.1071078209212003
"Gambia, The",GMB,2010,93.3813316866521,0.61,99.39,18.03235817,0.5129564197116693
Guinea-Bissau,GNB,2010,66.7221573057338,6.26,93.74,48.0497551,0.41574598948209746
Greece,GRC,2010,2678.7488914962,14.64,85.36,28.25885201,0.06262062810394001
Croatia,HRV,2010,1599.12012876857,2.8,97.2,13.95677757,0.10758396525874879
Indonesia,IDN,2010,233.134813024442,3.45,96.55,60.58386612,0.16981938569722882
"Iran, Islamic Rep.",IRN,2010,1109.26115388183,13.72,86.28,59.39722061,0.09515115264642363
Israel,ISR,2010,2096.7344661811,9.71,90.28999999999999,23.8116951,0.07912748140907767
Italy,ITA,2010,3112.51426490727,9.29,90.71000000000001,20.54892731,0.05697595812898688
Jordan,JOR,2010,769.363913439253,2.29,97.71,21.85514641,0.17516174092608067
Japan,JPN,2010,3199.56734792397,9.1,90.9,14.57035923,0.05712088707699086
Kazakhstan,KAZ,2010,510.116936342919,3.37,96.63,27.29583359,0.20697564641485322
"Korea, Rep.",KOR,2010,1948.68754817183,12.7,87.3,38.7785759,0.07630273488266225
Lesotho,LSO,2010,165.19003187928,4.51,95.49,23.46018219,0.3624318995413518
Luxembourg,LUX,2010,6078.01598552864,3.38,96.62,10.23186111,0.03141590325988853
Latvia,LVA,2010,1067.80755544591,17.18,82.82,37.18564987,0.11787632859067973
Moldova,MDA,2010,520.440903516068,18.11,81.89,40.43186188,0.16785915961428138
Madagascar,MDG,2010,68.7674458693313,1.64,98.36,36.15040588,0.45978786441979586
Mexico,MEX,2010,873.354024114533,2.88,97.12,43.50876617,0.12486799543796855
North Macedonia,MKD,2010,763.919647502593,7.88,92.12,37.78863525,0.14320398204902726
Mongolia,MNG,2010,285.487478792189,1.33,98.67,28.05504799,0.2668082353935636
Malawi,MWI,2010,72.5293167596143,1.64,98.36,10.92772293,0.7919638141511821
Nigeria,NGA,2010,149.82187000862,18.87,81.13,76.87748718,0.2129644286388406
Pakistan,PAK,2010,91.9802917277889,3.04,96.96,67.75833893,0.2984708392434675
Peru,PER,2010,462.356126766327,11.3,88.7,39.51519012,0.17901013385370465
Poland,POL,2010,1351.69377197768,13.46,86.53999999999999,23.7143631,0.11324358907317543
West Bank and Gaza,PSE,2010,337.289202306835,6.04,93.96,36.0,0.2145326844598438
Romania,ROU,2010,976.408782791312,12.26,87.74,19.63123703,0.15190311654581667
Russian Federation,RUS,2010,1083.14717603532,3.8,96.2,35.32572556,0.11890984487985744
Sao Tome and Principe,STP,2010,158.173156785954,0.86,99.14,25.69589424,0.34411341083537983
Slovak Republic,SVK,2010,1947.52381787727,3.78,96.22,22.8006134,0.08478656043885492
Slovenia,SVN,2010,2384.84009606316,4.59,95.41,12.64016342,0.07579029918200941
Thailand,THA,2010,438.416635712583,2.77,97.23,14.4973793,0.29238165663794147
Tunisia,TUN,2010,592.09388729777,16.69,83.31,42.10583115,0.1548098116863529
Turkiye,TUR,2010,868.316172682507,3.84,96.16,16.87221718,0.1722206774665949
Ukraine,UKR,2010,554.799896827547,6.91,93.09,41.84223938,0.16005580377938947
Viet Nam,VNM,2010,273.312143054933,11.32,88.68,34.67405701,0.23659069822843756
Zambia,ZMB,2010,128.06586443791,0.29,99.71,14.23348141,0.550666261728315
Armenia,ARM,2011,740.428516428546,12.8,87.2,78.41966248,0.098203911659979
Benin,BEN,2011,67.914803193234,6.67,93.33,44.48669815,0.42594165056522687
Bosnia and Herzegovina,BIH,2011,918.466395434662,8.56,91.44,29.46848488,0.1410161096783544
Belarus,BLR,2011,806.445500593522,4.63,95.37,33.58686447,0.14584457239387302
Switzerland,CHE,2011,5807.66330768651,9.19,90.81,23.55637932,0.03170478417075426
Chile,CHL,2011,1368.16889903117,11.35,88.65,34.49925995,0.10208574980820684
"Congo, Rep.",COG,2011,90.6888917254084,4.58,95.42,41.09134674,0.3678486784827454
Czechia,CZE,2011,2186.79021824358,2.05,97.95,14.21162128,0.0812167558872555
Ecuador,ECU,2011,645.234484268013,18.37,81.63,44.4420433,0.14447934302052876
Spain,ESP,2011,2955.81044047874,5.66,94.34,21.66048431,0.05937197738812315
Ethiopia,ETH,2011,49.0745651893731,1.88,98.12,46.53789139,0.49412433589282506
Georgia,GEO,2011,655.431030154597,23.97,76.03,75.05395508,0.10554690405174079
Guatemala,GTM,2011,409.439636459184,9.36,90.64,58.87919998,0.14495889402272882
Indonesia,IDN,2011,267.164669784463,3.87,96.13,56.22341919,0.16789824395354067
India,IND,2011,144.61488083058,17.91,82.09,62.22489929,0.234744946194718
"Iran, Islamic Rep.",IRN,2011,1127.31973113408,14.12,85.88,57.52153397,0.09570809577049537
Israel,ISR,2011,2215.29927023316,11.18,88.82,23.7593441,0.07553907130949664
Japan,JPN,2011,3790.28761643492,9.2,90.8,13.12178326,0.049017740624404914
Kazakhstan,KAZ,2011,524.635376244032,1.83,98.17,24.59804726,0.21344222056245854
"Korea, Rep.",KOR,2011,2036.70051672296,12.28,87.72,38.95240021,0.07369893528583507
Latvia,LVA,2011,1093.86833709592,18.6,81.4,34.29675293,0.11932695387818681
Moldova,MDA,2011,505.158272894344,15.63,84.37,44.79645157,0.16035824739605054
Mali,MLI,2011,69.0869406398731,2.56,97.44,50.00246048,0.40060187018557813
Montenegro,MNE,2011,1130.10461553542,9.31,90.69,38.80132294,0.11194250349397467
Mongolia,MNG,2011,322.557747961667,1.75,98.25,32.00390244,0.2347593546436429
Niger,NER,2011,51.7689400933368,6.63,93.37,57.73744583,0.4289084906588825
Pakistan,PAK,2011,86.5621016605373,3.76,96.24,65.34801483,0.31357691946686667
Peru,PER,2011,472.072171711646,11.23,88.77,40.34396362,0.17532983726179077
Poland,POL,2011,1424.48794440508,13.9,86.1,23.95442009,0.10844397419711038
Portugal,PRT,2011,2601.13011709974,18.38,81.62,26.65432167,0.06475733721569814
Paraguay,PRY,2011,666.169031873887,10.54,89.46000000000001,50.00536728,0.13364166187288237
Romania,ROU,2011,839.334375104012,13.02,86.98,24.27584076,0.15965254827411163
Russian Federation,RUS,2011,1084.95908851364,3.91,96.09,34.19445038,0.12009783279308707
Senegal,SEN,2011,113.148288681585,3.33,96.67,50.79880142,0.2957625042311538
Sierra Leone,SLE,2011,133.202480055863,37.09,62.91,60.22754288,0.2506252296135289
Chad,TCD,2011,68.2025976259662,8.69,91.31,60.77016068,0.36714192952304053
Togo,TGO,2011,70.9298014883072,11.12,88.88,62.1470108,0.35603613088565833
Thailand,THA,2011,471.989452248536,2.2,97.8,13.00871277,0.28820389954170766
Turkiye,TUR,2011,911.680488963861,3.35,96.65,15.89518452,0.1681289447466465
Tanzania,TZA,2011,107.659844048477,5.64,94.36,27.95462036,0.36783659752059533
Ukraine,UKR,2011,599.452240979614,7.01,92.99,46.30967712,0.14618758325242398
United States,USA,2011,8015.78094831055,4.72,95.28,12.32011318,0.023875850595666298
Albania,ALB,2012,646.010453356754,16.72,83.28,58.21257782,0.12421675467253485
Armenia,ARM,2012,845.259885596716,13.9,86.1,78.58730316,0.09318638427239098
Belarus,BLR,2012,948.564247815388,5.73,94.27,30.77361488,0.13602656344357933
Bhutan,BTN,2012,262.178395609454,4.01,95.99,20.50640488,0.33196072476509364
Switzerland,CHE,2012,6141.69828106055,9.39,90.61,23.35357285,0.03009525083490083
"Congo, Dem. Rep.",COD,2012,20.8689555172552,4.82,95.18,40.27502823,0.8856768480825383
Costa Rica,CRI,2012,1153.18506189664,7.82,92.18,24.5027504,0.12686116387547575
Czechia,CZE,2012,2222.76234717878,2.1,97.9,14.21601486,0.08002221280830056
Djibouti,DJI,2012,118.531318557967,2.25,97.75,22.94796562,0.4033311662915488
"Egypt, Arab Rep.",EGY,2012,487.155387906785,26.2,73.8,60.88405991,0.13407300872190211
Spain,ESP,2012,2935.21069675129,5.63,94.37,23.17375565,0.059306524899220746
Finland,FIN,2012,3918.01100832372,6.28,93.72,17.46195984,0.04671432786960248
Georgia,GEO,2012,776.949362323195,23.31,76.69,72.53357697,0.10113036116942227
Ghana,GHA,2012,196.590909302413,1.48,98.52,36.88100052,0.24901772896940685
Guinea,GIN,2012,60.6597939264606,6.97,93.03,62.39929199,0.38278699195044097
Haiti,HTI,2012,157.489333218941,9.43,90.57,28.43981743,0.31982439103698485
Indonesia,IDN,2012,277.738478849921,3.45,96.55,53.61792374,0.17250196532428191
"Iran, Islamic Rep.",IRN,2012,999.486134484079,13.87,86.13,54.96147537,0.10430375084276154
Iraq,IRQ,2012,387.9416074278,3.7,96.3,61.66325378,0.14252443817706292
Israel,ISR,2012,2344.71563857451,10.58,89.42,23.40835571,0.07210081379706267
Japan,JPN,2012,4003.80479205547,9.3,90.7,12.9723444,0.04656055839742591
Kazakhstan,KAZ,2012,648.977936893201,1.91,98.09,27.82034302,0.17913229852086243
"Korea, Rep.",KOR,2012,2114.10783410827,12.34,87.66,38.67206955,0.07173315725982927
Lebanon,LBN,2012,1129.16517099988,26.6,73.4,37.33576584,0.11352506391247673
Sri Lanka,LKA,2012,338.898230427522,5.78,94.22,51.93098831,0.16747345900341917
Luxembourg,LUX,2012,5175.36534085332,3.59,96.41,11.46961975,0.036591110201378854
Latvia,LVA,2012,1146.00607319404,17.77,82.23,37.82342148,0.11192755103288965
Moldova,MDA,2012,538.928364491218,16.31,83.69,42.21784973,0.1613535191018671
Madagascar,MDG,2012,57.242961562924,2.87,97.13,32.48873138,0.5362109675540504
Mexico,MEX,2012,976.112779671033,2.52,97.48,40.64141083,0.12050791798655155
Montenegro,MNE,2012,1126.42214768253,7.78,92.22,35.91405106,0.11522752172553198
Mongolia,MNG,2012,397.852535747013,2.16,97.84,31.50933075,0.21723820309030292
Mauritius,MUS,2012,709.137725521315,5.59,94.41,51.61318207,0.12766209407752221
Nigeria,NGA,2012,159.705271406325,16.88,83.12,72.84432983,0.20840672900480825
Peru,PER,2012,510.377265584211,11.71,88.28999999999999,38.87478256,0.1730451491726718
Philippines,PHL,2012,254.563194022443,6.13,93.87,58.31450272,0.16494647367093146
Poland,POL,2012,1477.89280512492,13.93,86.07,24.26416779,0.10505306949064262
Romania,ROU,2012,891.506628679956,11.99,88.01,22.42794037,0.15677228110835273
Russian Federation,RUS,2012,1190.65379224731,3.05,96.95,33.39754486,0.11363081448321152
Slovenia,SVN,2012,2533.16029226746,4.17,95.83,12.45996571,0.07175690007627869
Thailand,THA,2012,514.935772168288,2.52,97.48,13.42186832,0.2686346788315718
Turkiye,TUR,2012,916.517323310264,3.06,96.94,15.9315958,0.1673512360141844
Uganda,UGA,2012,137.743790303745,15.74,84.26,37.51226807,0.2829890752213134
Ukraine,UKR,2012,654.561052533931,7.69,92.31,43.93354416,0.14435387896135904
United States,USA,2012,8262.29308300491,4.99,95.01,12.33532524,0.023179448790171992
Viet Nam,VNM,2012,318.953561520804,9.14,90.86,40.77892303,0.2016844939911517
Afghanistan,AFG,2013,184.226283879341,14.63,85.37,72.04785919,0.190021923032891
Armenia,ARM,2013,1009.29482915641,16.05,83.95,82.8755722,0.08390638659456108
Burundi,BDI,2013,59.3087631704916,3.29,96.71,20.86187553,0.6093326307067154
Belarus,BLR,2013,1080.54208098632,7.02,92.98,33.79212189,0.1209021844360026
Bolivia,BOL,2013,367.351171499099,10.08,89.92,34.00916672,0.21496402872930706
Switzerland,CHE,2013,6530.66238112341,7.5,92.5,22.77101326,0.028438358818977078
China,CHN,2013,563.056307637782,18.85,81.15,38.15951538,0.16697171373212905
Czechia,CZE,2013,2309.5387577344,2.27,97.73,14.33172131,0.07722900533679465
Ecuador,ECU,2013,765.689002022544,10.31,89.69,35.9758606,0.14611420867807745
Spain,ESP,2013,2973.0430342622,5.93,94.07,24.2397728,0.058337699055537096
United Kingdom,GBR,2013,3993.16150484047,1.64,98.36,15.75939178,0.04618758961169662
Georgia,GEO,2013,843.653328927762,24.61,75.39,69.30553436,0.10035476935454486
Haiti,HTI,2013,124.901867518483,11.54,88.46000000000001,36.24164581,0.3053485272636705
Indonesia,IDN,2013,283.090364901469,3.74,96.26,50.89988327,0.17849946060967545
"Iran, Islamic Rep.",IRN,2013,892.215673040316,15.81,84.19,47.86219025,0.11819874290090752
Israel,ISR,2013,2514.02722792017,10.84,89.16,22.65417099,0.06816046863174999
Japan,JPN,2013,4196.74867143611,9.1,90.9,12.70128059,0.04456490243721133
Kazakhstan,KAZ,2013,632.541101474376,1.81,98.19,25.9552784,0.18704642743370156
"Korea, Rep.",KOR,2013,2190.77860540843,12.31,87.69,38.26380157,0.06993895422358652
Lao PDR,LAO,2013,125.310530168583,13.49,86.51,48.70332336,0.2799021044770416
Luxembourg,LUX,2013,5346.19664668479,3.33,96.67,11.19933987,0.03548852810499997
Latvia,LVA,2013,1217.72892723867,18.04,81.96000000000001,38.47148514,0.10691697157970224
Morocco,MAR,2013,401.27846681529,13.4,86.6,51.66726685,0.15954920563966635
Moldova,MDA,2013,580.869960702299,16.05,83.95,42.57612991,0.15526198755471032
Montenegro,MNE,2013,1235.67971186631,9.13,90.87,42.07717514,0.10267799364117142
Malawi,MWI,2013,123.972172016742,6.62,93.38,6.70596313,0.847391737302249
Malaysia,MYS,2013,825.146980637971,1.1,98.9,33.66908646,0.14370498229390072
Nepal,NPL,2013,123.069881376699,10.31,89.69,63.53343964,0.2586727007934977
Pakistan,PAK,2013,100.862315440971,5.61,94.39,62.74438858,0.293160911398061
Peru,PER,2013,537.124552732904,10.47,89.53,35.27772903,0.17789319733695336
Poland,POL,2013,1575.0455734278,13.29,86.71000000000001,23.64557266,0.10036239182377239
Romania,ROU,2013,1026.13185618891,12.55,87.45,20.17611694,0.14532294639882584
Russian Federation,RUS,2013,1314.77490035272,4.84,95.16,34.83225632,0.10470537028211885
Rwanda,RWA,2013,102.444239012266,1.63,98.37,12.30725574,0.6544730144928217
Saudi Arabia,SAU,2013,2655.67011143147,1.73,98.27,14.35986423,0.06795366031838418
Singapore,SGP,2013,3067.23108647111,9.01,90.99,36.19911575,0.053766351149370444
Serbia,SRB,2013,1359.00886915427,9.03,90.97,37.86663818,0.09975961338288641
Seychelles,SYC,2013,832.788647411511,2.56,97.44,19.06869125,0.17227162457398348
Thailand,THA,2013,525.427084250664,2.2,97.8,12.54023266,0.26997863035613073
Tajikistan,TJK,2013,191.949695449078,7.57,92.43,61.91825485,0.1928976282135693
Turkiye,TUR,2013,974.66536298297,3.64,96.36,16.92680168,0.15739864998821732
Ukraine,UKR,2013,728.5452748612,7.21,92.79,48.15446091,0.13072641692805728
United States,USA,2013,8412.25161694737,4.77,95.23,12.28278923,0.022777958518181252
Armenia,ARM,2014,1021.96694214014,19.47,80.53,82.48136902,0.08367879748421198
Burkina Faso,BFA,2014,83.0704098408653,3.13,96.87,34.07847595,0.4150844217649934
Belarus,BLR,2014,1023.12317355307,6.47,93.53,34.89439774,0.12394034440074263
Bolivia,BOL,2014,415.513214249279,6.25,93.75,30.90435982,0.21533737358459673
Canada,CAN,2014,4678.0342602899,3.5,96.5,14.71277905,0.03990763973011641
Switzerland,CHE,2014,6768.53336961043,8.7,91.3,22.61392593,0.027499747717954215
Cote d'Ivoire,CIV,2014,152.132339320008,12.43,87.57,51.14342117,0.24062821310505286
Cameroon,CMR,2014,148.577059314443,10.71,89.28999999999999,68.98474121,0.2226365734916925
Comoros,COM,2014,153.886821992236,8.81,91.19,65.51406097,0.22137907305439886
Czechia,CZE,2014,2471.6316360658,2.05,97.95,14.45865345,0.07254013696685957
Spain,ESP,2014,3087.21593037643,6.39,93.61,24.65292358,0.05631404922882967
United Kingdom,GBR,2014,4118.59961759167,2.03,97.97,15.74380684,0.04486469680340838
Guatemala,GTM,2014,485.020915257109,11.45,88.55,55.55548096,0.1426049007131923
Indonesia,IDN,2014,298.350836609965,4.38,95.62,45.24729156,0.19163511488412113
"Iran, Islamic Rep.",IRN,2014,1050.12262271797,15.96,84.03999999999999,40.10943604,0.1158458315431427
Japan,JPN,2014,4236.89480951135,9.1,90.9,12.8696804,0.04413516836768596
Kazakhstan,KAZ,2014,712.678284811402,1.93,98.07,23.80191422,0.17924378284080045
Cambodia,KHM,2014,181.505816559127,13.16,86.84,58.09806442,0.20442498290938543
"Korea, Rep.",KOR,2014,2322.1120535281,12.85,87.15,37.55163574,0.06707026259997549
